微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
zAk5IAsd8,我爸妈邻居的女孩是个传统乖乖女，婚后初夜才发现男方性能力低下，后离婚。我妈总觉得女孩可怜，我却觉得做人要有担当，不能半截变卦，变卦就要付出代价，离婚只是她为变卦付出的相应代价而已，没啥好可怜! 你不能在婚前扭扭捏捏坚持传统，婚后却突然轰轰烈烈追求性爱，这个，转弯太快，是自找的活该!  ,,无,无,无,2013-06-07 15:01,微博 weibo.com,3,5,22
zAk1G24Mt,一个网友，彼此都是第一次，婚后每次都是她主动，老公一点前戏都没有，她很苦恼！请问怎么才能唤醒老公的激情？答: 做人要有担当，不要半截变卦! 变卦就要付出代价，既想改变初衷，又不付出代价，除了徒增烦恼，啥都解决不了。请问，婚前你追求的是什么，彩礼和大房子? 烦请就别在婚后追求前戏!  ,,无,无,无,2013-06-07 14:51,微博 weibo.com,5,2,4
zAeuV8b8d,我家住在山坡上，地址就叫什么什么山10号，最近德国各地发大水，我家住房暂不受影响。但邻居家养了一匹小矮马，平时委托寄住的马房地势低，恐受水淹，只能暂时领回来，令孩子们有的玩了，天天一放学就奔回来骑马喂马洗马，越来越像农村人。  ,,无,无,无,2013-06-07 00:47,微博 weibo.com,5,1,11
zAeqkxzZM,老公看我认识的中国人此起彼伏闹婚外恋，最后大部分还相安无事，感觉特不可思议，觉得中国男人胆子太大了，让他这个德国人自愧不如。因为在德国，丈夫因外遇惹急了妻子，从经济到名誉，后果不堪设想，下场绝对悲惨。假如他不再爱我，宁可主动提离婚，不敢随便找外遇，会吃不了兜着走的。  ,,无,无,无,2013-06-07 00:35,微博 weibo.com,1,5,14
zAaLdcogL,我原来在国内时就比较异类，认为彩礼跟处女膜这东西土得掉渣，一并废弃，所以当年结婚既不要彩礼也不要房子，更不提供处女膜。在我的婚姻观里，性爱摆中央，金钱放两边，我觉得钱这东西嘛，自己也能挣，但性这东西，自己搞和跟爱人搞，效果大不同。现在看来我还是比较超前跟国际接轨的，呵呵。  ,,无,无,无,2013-06-06 15:16,微博 weibo.com,5,11,13
zzTqkhtya,不得不公正评价下网友，遇到意见不同时，男网友比女网友更客观，更就事论事，不像女网友那样人身攻击，对我的发型胳膊出身皮肤一通谩骂，骂完之后关闭评论，让我无法回复，而男网友到目前为止还没人拉黑过我，可见我还是深受男士欢迎的，即使他不同意我的观点，也愿听我回话。@挪威的森林村上  ,,无,无,无,2013-06-04 19:08,微博 weibo.com,7,4,56
zzTeIamwG,"网友@挪威的森林村上 嘲笑我: ""告诉你为啥我一看就知道你出身吧，你胳膊这么长就是干农活的特征。"" 那请问我腿长是干啥的特征呢? 我在博客里多次提过我出身农村，从未隐瞒，用不着你这个挪威农村人如此嘲笑我吧，呵呵。既然你说看不上欧洲，干吗起个洋名瞎得瑟，搞得我误以为你是生活在挪威的老乡呢。  ",,无,无,无,2013-06-04 18:39,微博 weibo.com,6,1,32
zzRJMCPaw,"中国古代十五六岁便男大当婚女大当嫁，这说明人类有史以来，不分东西，十五六岁就是有性需求的年龄，所以聪明的中国古人为了避免家羞才为儿女择日而""日""的。但现代社会随着工业进程，人要学的东西越来越多，十五六岁无法立足，也就无法成家，人的性欲与生存无法统一，男女要么一起解放，要么一起等待!  ",,无,无,无,2013-06-04 14:50,微博 weibo.com,3,3,8
zzL7kgLfe,"按专家娃娃的理论，对性要求高的女人不值钱，她这套理论也就在国内吃吃香，搬到国外来首先就被西方男人砸烂了，你都没要求，我忙活个什么劲儿呀? 男人的性能力是靠女人鉴定的，按她的理论，她对性要求低---所以亲子确定高，配偶价值高，接下来按西方逻辑推理---因此她老公性能力差, 亲子确定低，Over.  ",,无,无,无,2013-06-03 21:59,微博 weibo.com,15,4,63
zzKTPqkOv,男人要么有腰肌，要么有腰包; 要么有胸襟，要么有胸肌，啥都没有或某方面奇小无比的男人最喜欢恼羞成怒把自卑情绪转嫁给女人。前脚闹完婚外情，后脚却怨世风日下处女太少。跟某些政府异曲同工，前脚转移老婆孩子资金出国，后脚却骂国外敌对势力干涉内政，明明自己不够硬，却装得比谁都伟光正。  ,,无,无,无,2013-06-03 21:26,微博 weibo.com,28,12,10
zzKHq0NBr,很多男网友对西方男人追捧有经验的熟女感到不可理喻，其实大家看看西方政府就懂了，他们不怕放开民众言-论-结-社-自-由，喜欢见多识广的民众和女人，因为，这样才有参与感嘛。  ,,无,无,无,2013-06-03 20:55,微博 weibo.com,6,6,21
zzuakmWVP,我认识的熟人也好，不认识的网友也好，跟我讲他们的艳史时，只要我追问，你在婚外这么折腾，你老婆怎么解决性欲，他们都齐声声跟我说，老婆早没性欲了。针对目前婚外恋如此流行的盛况，我不得不想，是否这帮妻子在床上太过隐忍和压抑，令男人感受不到热情，误以为妻子没性欲，只好出门解决去了呢?  ,,无,无,无,2013-06-02 02:49,微博 weibo.com,6,17,28
zztTLwJhS,"德国电视台制作各国性爱差异节目，在日本采访日本男子，问他们为什么日本身为发达国家性爱频率如此之低(48次/年)，日本男人不屑一顾，说:""我们的性爱都在婚外解决，不在家里解决。"" 德国主持人傻乎乎追问""那您妻子怎么解决?"" 把日本男人问一愣，这就是东西方思维差异，东方男人在想，妻子还有性需求吗?  ",,无,无,无,2013-06-02 02:09,微博 weibo.com,6,6,43
zzrMj0phu,网友问: 想请教毛毛姐，如果我和恋人都是“求仁得仁”，彼此精神共鸣心心相印，但婆婆却以女生无法像她那样照顾她儿子以及女生不好控制为由坚决反对，这是否是逼迫子女追求亲情而非爱情呢？长辈的意愿会强加于子女。  ,,无,无,无,2013-06-01 20:45,微博 weibo.com,0,15,22
zzqUOmjZZ,网友问: 没有女人想追求爱情亲情化，也没有男人愿意追求爱情亲情化，怎么结果却亲情化了呢? 答: 那是因为男女都不尊重配偶作为异性存在的价值，很多老夫老妻都倾向认为自己的妻子(丈夫)不再有性意识性需求，身为丈夫(妻子)不再给予对方针对异性的仰慕追求或称赞，只作为孩子他爸(妈)看待。  ,,无,无,无,2013-06-01 18:33,微博 weibo.com,8,7,34
zzqBFoGku,"网友问: 请毛毛姐具体传授下到底如何保持婚内爱情的。答: 很简单，就四个字""求仁得仁""。婚姻观从一开始就会注定婚姻走向，双方都追求亲情或双方都追求爱情，才有可能达到和谐统一的境界，怕就怕，一方追求亲情，一方追求爱情。所以，先明确你的婚姻观，再找到一个异性同类，二人一定会""求仁得仁""的。  ",,无,无,无,2013-06-01 17:46,微博 weibo.com,7,11,7
zzquNA6pm,网友问: 中美俩追求者，中国男友物质优越感觉压抑，美国男友物质不高感觉很爽，咋办? 答: 我记得以前回答过另一个网友类似问题，遇到这种两难时，我感觉俩人都不够可爱，才让你犯难，你既可将就二选一，即一抛一泡; 也可合二为一，即全泡; 更可弃旧从新，即全抛。路，除了这三条，好像也没别的可选了。  ,,无,无,无,2013-06-01 17:29,微博 weibo.com,3,5,18
zzqkikuZy,"今天早晨俩孩子一醒来就奔向楼下，爸爸昨晚准备的儿童节礼物堆满一桌，一眼看到一支玫瑰配一张卡片，上写""送给我的女孩""，她们问""妈妈，为什么每个儿童节你都跟着收礼物? 你又不是小孩儿。"" 我说""在你们眼里我不是小孩儿，在爸爸眼里我还是女孩子呀。"" 她们俩看看我蓬头垢面的德性，表示难以置信。  ",,无,无,无,2013-06-01 17:03,微博 weibo.com,10,7,19
zzjc8DfGn,网友问: 你对中国男人怎么看? 答: 亲人啊，心静如水亲切温暖波澜不惊的亲人感觉，这不是中国人最向往的高级男女境界嘛，灌多了中文婚恋鸡汤，你们终于把我灌出亲人的感觉了，呵呵。对西方男人，我会心潮澎湃小腹发热小腿转筋，没办法呀，人家最讲究的高级男女境界就是调情嘛。  ,,无,无,无,2013-05-31 22:54,微博 weibo.com,6,50,8
zziCoaqH4,"""女人离婚像稻草，男人离婚是块宝""。在第一次婚姻里，上给老人搓背，下给孩子补课，外开公司赚钱，内洗衣服做饭，绝对的好媳妇样板戏，所以前夫虽有外遇，却死活不肯离婚，声泪俱下说怕跟我离婚后我变成稻草对不起我，我也怕离婚后变成稻草对不起自己，于是决定出国，一举两得，双双对得起良心  ",,无,无,无,2013-05-31 21:26,微博 weibo.com,13,16,29
zziovDVjH,网友问: 请问毛毛姐，为什么你一决定离婚就决定了出国? 答: 女人么，立场不坚定，特易走投无路铤而走险崇洋媚外，咳，说白了吧，那些大龄，离异，带孩等等在国内掉价缩水大甩卖的剩女，前仆后继飘洋过海的目的，既不是追求民主，也不是解放人类，不过是到西方取精罢了，还能有什么不可告人的目的?  ,,无,无,无,2013-05-31 20:51,微博 weibo.com,12,6,26
zzaEZ46bY,女人选择一个品质差品德坏品行品性皆不佳的男人谈情说爱，可以，但若为其生儿育女，是极度自私毫无母性的退化行径! 真正的伟大的宏观的母爱，是在孩子出生前就已为其着想，让自己成熟强大并找到成熟强大的男性再生殖，否则宁可不生育，也决不稀里糊涂延续恶性基因，地球不缺渣男，缺的是良人!  ,,无,无,无,2013-05-31 01:10,微博 weibo.com,45,33,21
zzatW6Dgn,我对那种爱情不成就不活的女人，说句大实话，极度厌恶，毫无同情(古代女子除外，古时没给女性应有生路，是唯一向那种社会挑衅的革命行径)。像这种自私自利的女人，就不应生儿育女，年轻时为自己享受爱情，不顾男人品质; 中年时为自己丧失爱情，不顾儿女死活，这叫年轻时犯贱中年时犯病!  ,,无,无,无,2013-05-31 00:43,微博 weibo.com,20,8,9
zz21Wessz,"老公虽不会中文，但在我多年浸淫下，对中文的博大精深无比膜拜，比如那句""擦枪走火""吧，中国人拿来用在性事上，他就认为简直太有神韵了，如果多日无战事，他会说""枪都生锈了，也没人给擦擦。"" 有次看电影比赛蒙上眼睛盲擦枪，当晚我也蒙上眼睛盲擦，居然没把零部件安错，无愧射手座呀。  ",,无,无,无,2013-05-30 03:12,微博 weibo.com,7,5,11
zz1VIznXU,好多网友发来信息，说最近一次民意调查德国成为最受欢迎的国家，感觉挺奇怪，平时在这里生活，觉得德国除了树多鸟多人少以外，也没啥好玩儿的，可能鸟人相对少一些，不易引起非议，大家一合计，就用屁股给它投了一票吧。  ,,无,无,无,2013-05-30 02:57,微博 weibo.com,1,0,6
zyWHej8A5,网友问: 女人在考虑一男人是否合适时得知那男人在同时考虑几个女人，这问题该怎么分析，是该觉得悲哀呢还是该认为现实就是这玩意? 答: 如是在最初阶段，可以忽略不计，关键是你要继续展现真实的一面，不要害怕被刷下去而委屈自己，假如对方长时间举棋不定，那他的优柔寡断，肯定不适合你，刷掉他好了。  ,,无,无,无,2013-05-29 13:37,微博 weibo.com,11,8,5
zyRDM6xa4,针对我提出女人不要为难女人，大奶不要报复小三的说法，网友问：若入侵者挑衅、羞辱人妻呢？现在不乏这类女性通过这个方式达到要挟纠缠男方的目的。答: 那更说明你丈夫是个什么东西，你们婚姻是个什么质量，难道你不赶紧从粪坑里跳出去，脱衣净身换人上床，却非要奋起去抢那坨大便跟你共眠吗?  ,,无,无,无,2013-05-29 00:45,微博 weibo.com,18,11,47
zyR3KbEwp,"网友@忧郁和痛 奇怪我老公怎会爱我这样一个""只知道索取不懂得付出爱的人""，答: 亲爱的忧郁和痛，我生两个孩子都没像国内一样请公婆雇保姆，全部靠我一人喂养，一边做健身操一边读德语育婴书一边给自己炖鸡汤做月子。你认为的付出是处女膜，我老公认为，脑膜比处女膜重要，所以不要我付出处女膜嘛。  ",,无,无,无,2013-05-28 23:16,微博 weibo.com,14,3,14
zyQQYfA1c,网友问: 在pub认识的男人，总是逢场作戏，咋办? 答:去蹦迪的人一定不是冲着练芭蕾去的，就算芭蕾舞演员进了迪厅也不会跟你跳芭蕾，人家想要蹦迪，你想要跳芭蕾，还怪他们不认真压腿，这不是打岔嘛。你想要什么，就得在正确的时间到正确的地点去找，否则除了失落便是失意。  ,,无,无,无,2013-05-28 22:45,微博 weibo.com,10,7,6
zyONoh3IS,"分享自木木《我不是女权主义者》- http://t.cn/zHxo8B0 女权主义也是对女性的绑架, 我只是提醒下女性，你有权力挣脱任何形式的绑架，选择任何形式的快乐。处女非处女，精英主妇，结婚离婚，女上位女下位，你不必顺着社会的意愿或男性的意愿而走，你选择A或B唯一前提，只是""我乐意""，不关别人任何事。  ",,无,无,无,2013-05-28 17:30,新浪博客,10,18,22
zyyHDg5CP,丈夫背叛婚姻，大奶二房小三争宠，不管谁上位，赢的都是男人，真正改变女性从属地位的不是教女人如何讨好，如何保住大房地位，如何击败小三，而是彻底改变这种游戏规则，变成，你若背叛，我必背叛，通过这种心理博弈取得平等地位，重新梳理男女游戏规则，彻底走出争风吃醋的奴婢性，省得孩子继承奴性.  ,,无,无,无,2013-05-27 00:32,微博 weibo.com,30,71,25
zyw7LgY6O,毫无底线退缩隐忍的女性，造就的也是毫无底线退缩隐忍的民族，因为这种毫无底线退缩隐忍的精神通过母亲传承给孩子，无法造就高贵的追求平等自由的灵魂，只会从小接受既定等级限制和男尊女卑传统，中国女人的胆小怕事造就了中国男人的卑躬屈膝，女性人若犯我，我必隐忍造就了男性人若犯我，我必磕头!  ,,无,无,无,2013-05-26 17:58,微博 weibo.com,807,552,29
zyw4T7dZh,网友说我鼓吹出轨，鼓吹婚内找情人，那好吧，我再次回答你，是的，我教唆所有中国女人，如果丈夫出轨，你就以牙还牙以眼还眼，不必挽救，不必压抑，因为，咱们中国女人用宽大情怀和痛苦眼泪从未换来尊重和爱情，只换来千年小脚和三妻四妾，请教会男人人若犯我，我必犯人，他们才不会对内强硬对外怂!  ,,无,无,无,2013-05-26 17:51,微博 weibo.com,21,17,26
zyvj52GTW,网友: 你只能在德国做个下等人! 答: 我有个熟人跟大家吹，他家孩子跟市委书记秘书的孩子在一个学校，我听了吓一跳，心说我家孩子跟市长的孩子就在一个班，不得官大一级压死人，把他给震死。中国恰恰是下等人更看重等级之分，时而沾沾自喜，时而奋起维护，明明全家被压迫吧，一张嘴还比谁都优越，呵呵。  ,,无,无,无,2013-05-26 15:54,微博 weibo.com,14,5,15
zynx00ckm,我曾对第一次婚姻寄予极大希望，总觉得我特立独行的个性能赋予婚姻不同的内容，给予丈夫不同的享受，为了打开对方思维，更懂我的思想，曾记录性爱通过艳词表达爱意，结果却像撞到棉花墙，对方即不反对也无反应，却总重复夫妻左手摸右手的亲情，面对着陷入盗版模式的婚姻，我终于投降搞外遇了!  ,,无,无,无,2013-05-25 20:06,微博 weibo.com,8,12,31
zygFUalcs,我虽然不是艺术家，但却需要激情澎湃的婚姻热情似火的爱情，我不甘爱情转化成亲情，心灵不再起波澜，肉体不再兴风浪，语言不再爆火花，思想不再激灵感，那样的婚姻我无法忍受，那样的夫妻我无法接受。我宁愿离十次婚，来享受十次激情，也不愿平平淡淡冷冷落落相守一生!  ,,无,无,无,2013-05-25 02:39,微博 weibo.com,16,23,12
zy7gCEM3x,一个女人选择为一个把她的生活弄得更坏，把她的容貌弄得更丑，把她的心情弄得更糟的人，生儿育女，是完全不符合生物进化规律的行为，因为她的后代必然面临更坏更丑更糟的境地，而这，是完全不符合母性本能的倒行逆施，假如这种行为却得到社会普遍赞扬的话，那这种社会的落后就是一种必然，而不是偶然。  ,,无,无,无,2013-05-24 02:42,微博 weibo.com,19,20,11
zy7aLvG58,很年轻时我就下定决心，坚决不为把我变伟大的男人生儿育女，只与把我变性感的男人共度一生，因为，我无意用自己的伟大衬托另一个人的猥琐，更无意去延续猥琐的基因，我从来就认为，雌性有义务挑选更优秀的基因，因为雌性天生的母性本能赋予她们的直觉，更具备筛选物种进化的能力，却没有雄性的破坏力。  ,,无,无,无,2013-05-24 02:27,微博 weibo.com,27,24,29
zy74eFhxY,我讨厌把苦情美化成高尚，把血泪幻化成伟大，把悲剧变成闹剧，把事故编成事迹的思维方式，我不知道为什么我的思维打小就与中国传统思维如此格格不入，从不认为受苦受难的母亲是值得称颂的形象，我看到的只是男权的无耻，不是母亲的伟大，除了为这样的社会悲哀，铁石心肠的我从未被打动过!  ,,无,无,无,2013-05-24 02:11,微博 weibo.com,25,23,10
zxXtBktiN,"甭管你家生的是男还是女，做父母的都要以身作则，妻子跟丈夫撒娇，丈夫跟妻子调情，好给孩子树一个榜样，男女相处之精髓，尽在你俩演绎中。省得你们培养的孩子将来男不男，女不女，不讨异性喜欢，不懂为妻(为夫)之道，就会仰着脸质问""为什么剩下的总是我""了。  ",,无,无,无,2013-05-23 01:46,微博 weibo.com,19,54,14
zxXrDzy4P,我打算给母亲这一行正名，不要一提母亲俩字，就往苦大仇深上靠，跟性感撒娇不沾边儿，科技那么发达，生活那么现代，还有啥家务能把人累得挺不直背，扭不动腰，两腿像拖着千斤重，才显得母亲伟大啊! 甭管生多少孩子，小腰照摇，小胯照摆，小胸照挺，小脸照灿烂---这，才配称现代英雄母亲的典范!  ,,无,无,无,2013-05-23 01:41,微博 weibo.com,24,52,9
zxN6cuUPY,"迄今为止我用过的各类高档化妆品，都不如我老公的免费化妆品管用，每次用后，面色红润，眼波如水，身软骨酥，肉紧肤滑，声甜音美，人仰马翻...属全方位立体美容佳品，集健身养颜，修身养性于一体。""丈夫决定妻子容颜""，愿信不信，反正我是信了。  ",,无,无,无,2013-05-21 23:21,微博 weibo.com,14,2,19
zxupP91i9,我一直鼓励婚内性和谐，劝男人不要跑出去爽，因为，你们在外面跟别人老婆爽时，你老婆也在跟别人爽，男女都不在婚内吃饱喝足玩爽，对女人并无大碍，对男人却不利，最易喜当爹! 不要梦想现在还能将女人欲望阉割，将女人天足缠小，都不是吃素长大的，谁都不比谁缺肉，玩人者恒被玩!  ,,无,无,无,2013-05-19 23:47,微博 weibo.com,15,13,5
zxsSgvVnl,对过往事件遵守的原则: 凡是不影响二人未来共同生活的事情，都可说可不说，比如痔疮被切除不影响未来，就不必有伤风雅拿出来交待; 但得过抑郁症并且将来复发性极高，就需在第一时间跟恋爱对象说明。没有隐私权，人便没尊严; 但不尊重他人未来生活，同样没尊严，所以凡是影响未来生活的真相必须交待!  ,,无,无,无,2013-05-19 19:52,微博 weibo.com,14,8,4
zxsNh9bfP,网友问:你一直强调男女相处要真实，那男女之间如何处理各自隐私呢? 答: 我的原则是，凡是不影响你们夫妻生活的个人事件，都可说可不说，比如一单生意没谈成，就可说可不说，但被公司抄鱿鱼，就必须告诉伴侣，因为这会影响你们家庭的既定收入，包括婚外情，私生子，都不属于个人隐私，必须说，不能瞒!  ,,无,无,无,2013-05-19 19:39,微博 weibo.com,9,0,0
zxo930z6W,"我无法放弃性爱，因为我在其中获得的快乐，我看到男人因我获得的快乐，反过来刺激自己获得更大的快乐，一浪接一浪，一波接一波，此起彼伏拱上云端的感觉美妙至极，我无法理解那些为了金钱为了名利而轻易放弃美好性爱的人，直到老公跟我讲""那是因为他们从未踏上过云端""，我才理解了那句话""求仁得仁""。  ",,无,无,无,2013-05-19 07:49,微博 weibo.com,8,11,34
zxo4GAes8,为什么那么多人认定婚姻就是平平淡淡过日子，不认为性爱很重要，眼里只剩下孩子，还自以为是高尚? 那是因为你Ｊ太小或Ｂ太松，根本不知道高潮什么味儿! 看一个男人Ｊ是不是太小，就看他能不能带给女人快感; 看一个女人Ｂ是不是太松，就看她还能不能感受到快感，二位可懂啦? @景仰岳武穆 @飞的鱼1233  ,,无,无,无,2013-05-19 07:39,微博 weibo.com,3,6,27
zxnYPs13O,网友嘲笑我说: 嫌男人Ｊ不够大的女人先想想自己是不是Ｂ太松了。答: 女人Ｂ松紧，不像男人Ｊ大小，一目了然，有ＣＭ数字可比，所以呢，Ｂ松还是不松，当然要靠当事男人来感受了呀，我和老公结婚１０年还没干够，无形回答了你的问题。倒是那些靠孩子维持的无性婚姻，不知是Ｊ太小还是Ｂ太松呢，呵呵。  ,,无,无,无,2013-05-19 07:24,微博 weibo.com,2,8,16
zxnS01oFC,前天是Welttag gegen Homophobie(反同性恋恐惧症世界日)．很多人对同性恋充满病态恐惧，就像恐高症或恐水症，即使知道没有危险，依然恐惧，因此定下这一天宣传同性恋无公害性．  ,,无,无,无,2013-05-19 07:07,微博 weibo.com,1,1,6
zxnPcfy7Z,"今天把孩子送到奶奶家，去逛街买了双巨高巨高的高跟鞋，巨短巨短的连衣裙，因平时很少穿高跟鞋，回家穿上后自我感觉像巨人，站在老公面前说""这么高的女人，你站着从后面操的时候连B都够不到呢。"" 我老公一听刺激得兽性大发，三下五除二就把我转过去扯掉内裤...我们发现其实穿上高跟鞋对焦更精确呢。  ",,无,无,无,2013-05-19 07:00,微博 weibo.com,5,3,16
zxhTDjAuj,当中国人把矛头指向女性不自重，不保护处女膜而导致社会风气败坏时，我老公却认为男人才是承担社会责任的一方，他们骨子里的骄傲不容许女人上阵! 中国人认为权力越大越骄傲，西方人认为责任越大越骄傲，所以按照西方观念，中国非处女才是令人骄傲的一方哦，承担着重大社会责任耶!  ,,无,无,无,2013-05-18 15:55,微博 weibo.com,9,3,37
zxcTVlrGJ,针对娃娃粉丝过激言辞，在此声明下我对喜当爹的全部看法: 1，我一向反对婚外情，支持婚内淫，我这观点若能让丈夫喜当爹，那你娶的是圣母玛丽亚，不用偷情，就能怀上其他人的娃; 2，我一向反对无性婚姻，因为，婚内吃不饱最容易导致婚外偷吃，丈夫冷落妻子，更容易喜当爹，这他妈为你好，被当成驴肝肺!  ,,无,无,无,2013-05-18 03:12,微博 weibo.com,11,4,22
zxcPgED7z,网友问: 请问你们家务活如何分配？是否西方洗碗机非常普及或者钟点工? 我觉得这个蛮麻烦，太单一枯燥。答: 全部家务由我们二人包干儿，无钟点工，洗碗机虽普及，但也需亲自放进拿出。正因家务活单一枯燥，夫妻才要打情骂俏找乐子嘛，要是家务活新鲜刺激，不就直接玩洗碗机了嘛，还玩什么性玩具呀。  ,,无,无,无,2013-05-18 03:00,微博 weibo.com,6,3,2
zxcEUgRiB,网友说: 博主，读了你若干微博，感觉你们家就是一大妓院，真丢人。答: 在德国，妓院也是合法生意，遵纪守法按时上税，不丢人的，呵呵。  ,,无,无,无,2013-05-18 02:35,微博 weibo.com,7,1,30
zx2V9lqJh,"如果孩子不在身旁，我和老公经常互相直呼对方""Penis""和""Vagina""，孩子在时就只好改称对方""Peni""和""Gina""，所以我们的昵称是令旁人莫名其妙跟各自名字毫不相干的""佩尼""和""吉娜""。  ",,无,无,无,2013-05-17 01:47,微博 weibo.com,4,0,13
zx2Sd26dW,婆婆给我打电话，问我要不要读一本叫JOY的杂志，她看到里面一些很新鲜的关于性的小知识，如果我想读她下次顺路带来，我说当然好啊，她很神秘说，先不要让你老公看见，不然就不能给他惊喜了。这老太太，活到老干到老啊。  ,,无,无,无,2013-05-17 01:40,微博 weibo.com,8,2,11
zwXSoyDaR,我认识以及听说的熟人的婚姻，在我这个岁数，婚内无性的比比皆是，我曾经委婉含蓄劝过好几个亲戚朋友，让她们动动脑筋找找原因，这样下去早晚出事。其中有一个还嘲笑我说，你们德国人就知道那个，我们中国人传统含蓄。结局，过了没两年，她发现老公外遇了，仨中国人打得狗血喷头，传统尽失，含蓄全无!  ,,无,无,无,2013-05-16 12:57,微博 weibo.com,11,16,26
zwVwFzym5,小里小气(无关金钱，只关人格)的男人最后总能得到假模假式的女人，嘀嘀咕咕的男人一定遇见算算计计的女人，因为这世界就是这么配着套来的! 你越是在乎女人不够纯洁，遇到的女人越跟你装纯，因为，像我这种真实坦荡的女人，一看你那德性，就没兴趣跟你玩了，肯跟你玩的，肚子里的蛔虫比你多!  ,,无,无,无,2013-05-16 06:58,微博 weibo.com,27,21,17
zwVsknt8p,"这几天网上很多人阴险担心我老公喜当爹，我转告给老公，他一听就嘲笑我，说""就你这种有屁就放的人，哪能藏得住那么大一秘密。那些男人才是傻子呢，一个女人若连天然性快乐都能隐藏起来，还有什么秘密她们不能隐藏? 这种女人闹出私生子，能做到滴水不露! 就你? 揣着这秘密，我没疯你先疯了不可!""  ",,无,无,无,2013-05-16 06:47,微博 weibo.com,14,19,4
zwT8mrTq6,很多网友问，如果我背叛婚姻我老公会怎样? 他会跟我离婚，他说，男人应该做女人的榜样，父母应该做孩子榜样，他不会背叛我，也希望我不会背叛他，他讨厌说慌的人。说实话，这样的老公，我爱都爱不够，看看其他男人谎话连天，鸡不够大也就算了，还不懂尊重女人，哪配跟我上床!  ,,无,无,无,2013-05-16 00:52,微博 weibo.com,12,17,19
zwT5cg4YS,绝望主妇第七季就讲过，父母抱错了孩子，估计所有中国人都大跌眼镜，为什么他们没把孩子换回来，当时我和老公也讨论过，他就完全能理解，对他们来讲，与孩子日夜相处的感情是比血缘更重的，就算一条狗，尚能日久生情，何况一个有血有肉有灵魂的孩子，怎能说断就断呢?  ,,无,无,无,2013-05-16 00:45,微博 weibo.com,11,4,9
zwOLn6IRu,"昨天因网络略有怒气，老公安慰我说，""不要sauer(生气，德语中""生气""和""酸""是同一个字)，不然你的Nektar(花蜜)就变酸了。"" 一下把我逗笑了，说""怪不得你脾气总是那么好，原来是不想让我吃到你的酸奶啊。"" 我们俩说得热血沸腾，可惜孩子在旁边玩得正欢，浑然不觉她们爸妈在聊什么。  ",,无,无,无,2013-05-15 13:45,微博 weibo.com,3,1,15
zwFkziOX3,"一个男人既不是说了""我爱你""，就代表他爱你; 也不是""睡了你""，就代表他爱你; 更不是""娶了你""，就代表他爱你! 一个男人到底爱不爱你，只有实践出真知，需要不断跟异性接触才能提高的认知能力，要想了解狼，就必须下狼窝! 睡错了没什么大不了，嫁错了才让你掉层皮!  ",,无,无,无,2013-05-14 13:44,微博 weibo.com,24,16,15
zwFfIdQUP,"一个一天到晚嘀咕""亲子确定""的男人，一定是个鸡小胸窄的角色，跟这种男人我连一夜情都懒得搞，@ayawawa 同志居然劝姑娘们嫁给他们为妻，姑娘们，我眼含热泪奉劝你们千万别嫁啊，咱需要的是肯一辈子跟你滚床单的男人，否则，就让那帮""亲子确定""的男人滚蛋好了，你又不缺挣账单的左手和...的右手!  ",,无,无,无,2013-05-14 13:32,微博 weibo.com,21,91,115
zwF8Nrm5A,即使是戴安娜，查尔斯有能力让她万众瞩目做了公主，却唯独不肯跟她滚床单，都让她痛不欲生，何况那些非王室非贵族非豪门的普通人能给予的生活，完全不能替代婚后美好性生活的快乐! 如果一个男人在婚前就暴露出娶你回家不过是分帐单，不肯滚床单的目的，奉劝姑娘们趁早别嫁!  ,,无,无,无,2013-05-14 13:15,微博 weibo.com,6,5,9
zwF8614rD,严格来讲，婚姻生活由两部分组成，一部分分帐单，一部分滚床单，也就是一部分分摊责任，一部分分享快乐。一个男人娶你，要么他在床下有能力让你像公主，要么他在床上有体力让你像女王。床下活得像女佣，床上活得像女尼，智障都不嫁，睡完就闪人，你为什么要嫁? 就因为爱情吗!!!!  ,,无,无,无,2013-05-14 13:13,微博 weibo.com,15,31,9
zwrNQDmjR,"早晨一醒来，我迷迷糊糊碰到老公正在晨练的Penis说，""我是你Penis的头号Fan。"" 他迷迷糊糊说""是不是那种Groupie(疯狂粉丝)，一见面就尖叫的那种?""  ",,无,无,无,2013-05-13 03:18,微博 weibo.com,3,1,6
zwrMNAP7S,"看""DSDS""(德国一个最有名的选秀节目)，一个男选手唱完歌后赞美为他伴奏的钢琴师(Pianist)，因说得太快，发音听起来就像Penis，评委开玩笑问他""你要感谢你伟大的Penis吗?""  ",,无,无,无,2013-05-13 03:15,微博 weibo.com,1,0,0
zwgRlcsLv,张艺谋以拍纯情片，寻找纯情面孔，制造纯情女性为强项，他以现实中的生育大户证明，两眼忽闪忽闪无知的女性最后只是男性霸权的点衬陪葬而已，为什么越是他这种满脸褶子的男人越喜欢以文艺手段歌颂女性纯情? 那是因为，好被他们这种老眉巴嚓的油条以爱情的名义欺名盗世操了白操罢了!  ,,无,无,无,2013-05-11 23:26,微博 weibo.com,18,8,29
